image_path,click_x,click_y,screen_w,screen_h,timestamp_iso
frames/20260526T200314_998.jpg,666.51953125,48.69921875,1600,900,2026-05-26T20:03:14.998516+00:00
frames/20260526T200321_135.jpg,750.97265625,134.375,1600,900,2026-05-26T20:03:21.135738+00:00
frames/20260526T200326_831.jpg,867.8203125,771.96484375,1600,900,2026-05-26T20:03:26.831359+00:00
frames/20260526T200911_695.jpg,875.70703125,358.8046875,1600,900,2026-05-26T20:09:11.695141+00:00
frames/20260526T200914_592.jpg,497.125,43.453125,1600,900,2026-05-26T20:09:14.592173+00:00
frames/20260526T200918_298.jpg,594.12890625,534.0,1600,900,2026-05-26T20:09:18.298936+00:00
frames/20260526T200921_766.jpg,1197.21484375,51.6640625,1600,900,2026-05-26T20:09:21.766308+00:00
frames/20260526T200923_123.jpg,162.08984375,141.09375,1600,900,2026-05-26T20:09:23.123758+00:00
frames/20260526T200924_568.jpg,577.91015625,48.23046875,1600,900,2026-05-26T20:09:24.568564+00:00
frames/20260526T200926_442.jpg,1010.796875,771.1953125,1600,900,2026-05-26T20:09:26.442586+00:00
frames/20260526T201007_737.jpg,1347.7265625,888.5546875,1600,900,2026-05-26T20:10:07.737034+00:00
frames/20260526T201012_646.jpg,900.03515625,804.25,1600,900,2026-05-26T20:10:12.646831+00:00
frames/20260526T201024_077.jpg,43.0859375,54.84375,1600,900,2026-05-26T20:10:24.077840+00:00
frames/20260526T201027_744.jpg,126.08203125,497.71875,1600,900,2026-05-26T20:10:27.744206+00:00
frames/20260526T201030_192.jpg,1075.20703125,751.2890625,1600,900,2026-05-26T20:10:30.192238+00:00
frames/20260526T201031_862.jpg,144.01953125,465.64453125,1600,900,2026-05-26T20:10:31.862171+00:00
frames/20260526T201048_478.jpg,1045.1796875,14.15234375,1600,900,2026-05-26T20:10:48.478486+00:00
frames/20260526T201050_002.jpg,621.328125,108.6875,1600,900,2026-05-26T20:10:50.002272+00:00
frames/20260526T201051_116.jpg,622.37109375,284.1484375,1600,900,2026-05-26T20:10:51.116999+00:00
frames/20260526T201052_232.jpg,485.0859375,51.3046875,1600,900,2026-05-26T20:10:52.232424+00:00
frames/20260526T201120_645.jpg,1040.40234375,11.10546875,1600,900,2026-05-26T20:11:20.645954+00:00
frames/20260526T201122_169.jpg,630.109375,147.828125,1600,900,2026-05-26T20:11:22.169173+00:00
frames/20260526T201125_219.jpg,485.45703125,52.8515625,1600,900,2026-05-26T20:11:25.219486+00:00
frames/20260526T201128_558.jpg,967.96875,762.91796875,1600,900,2026-05-26T20:11:28.558121+00:00
frames/20260526T201200_981.jpg,902.46484375,749.80859375,1600,900,2026-05-26T20:12:00.981657+00:00
frames/20260526T201234_427.jpg,115.8671875,489.55859375,1600,900,2026-05-26T20:12:34.427726+00:00
frames/20260526T201236_984.jpg,468.55859375,117.984375,1600,900,2026-05-26T20:12:36.984080+00:00
frames/20260526T201246_883.jpg,967.75,744.44921875,1600,900,2026-05-26T20:12:46.883034+00:00
frames/20260526T201341_101.jpg,1086.5234375,8.68359375,1600,900,2026-05-26T20:13:41.101160+00:00
frames/20260526T201343_442.jpg,485.828125,49.265625,1600,900,2026-05-26T20:13:43.442075+00:00
frames/20260526T201347_782.jpg,129.7578125,874.61328125,1600,900,2026-05-26T20:13:47.782849+00:00
frames/20260526T201349_810.jpg,1368.296875,55.0078125,1600,900,2026-05-26T20:13:49.810684+00:00
frames/20260526T201350_837.jpg,402.8984375,253.98828125,1600,900,2026-05-26T20:13:50.837724+00:00
frames/20260526T201353_798.jpg,1304.19140625,56.01171875,1600,900,2026-05-26T20:13:53.798505+00:00
frames/20260526T201354_914.jpg,952.6953125,313.7265625,1600,900,2026-05-26T20:13:54.914230+00:00
frames/20260526T201358_873.jpg,904.77734375,548.46484375,1600,900,2026-05-26T20:13:58.873055+00:00
frames/20260526T201403_995.jpg,905.7265625,548.24609375,1600,900,2026-05-26T20:14:03.995124+00:00
frames/20260526T201408_036.jpg,913.29296875,544.51953125,1600,900,2026-05-26T20:14:08.036509+00:00
frames/20260526T201414_498.jpg,913.29296875,544.51953125,1600,900,2026-05-26T20:14:14.498455+00:00
frames/20260526T201417_763.jpg,913.29296875,544.51953125,1600,900,2026-05-26T20:14:17.763381+00:00
frames/20260526T201419_238.jpg,913.29296875,544.51953125,1600,900,2026-05-26T20:14:19.238524+00:00
frames/20260526T201633_764.jpg,1387.28125,345.796875,1600,900,2026-05-26T20:16:33.764717+00:00
frames/20260526T201638_139.jpg,1367.8828125,869.578125,1600,900,2026-05-26T20:16:38.139777+00:00
frames/20260526T201647_037.jpg,438.99609375,872.0,1600,900,2026-05-26T20:16:47.037276+00:00
frames/20260526T201649_349.jpg,32.77734375,863.6171875,1600,900,2026-05-26T20:16:49.349277+00:00
frames/20260526T201650_631.jpg,460.6171875,529.55859375,1600,900,2026-05-26T20:16:50.631439+00:00
frames/20260526T201652_529.jpg,1170.7265625,471.09765625,1600,900,2026-05-26T20:16:52.529118+00:00
frames/20260526T201654_753.jpg,239.8203125,326.65234375,1600,900,2026-05-26T20:16:54.753900+00:00
frames/20260526T201655_555.jpg,869.1640625,746.81640625,1600,900,2026-05-26T20:16:55.555540+00:00
frames/20260526T201800_557.jpg,893.1015625,761.55859375,1600,900,2026-05-26T20:18:00.557204+00:00
frames/20260526T201838_626.jpg,1248.8046875,356.2734375,1600,900,2026-05-26T20:18:38.626396+00:00
frames/20260526T201838_707.jpg,1248.8046875,356.2734375,1600,900,2026-05-26T20:18:38.707681+00:00
frames/20260526T201838_908.jpg,1248.8046875,356.2734375,1600,900,2026-05-26T20:18:38.908092+00:00
frames/20260526T201841_299.jpg,940.65625,751.3359375,1600,900,2026-05-26T20:18:41.299606+00:00
frames/20260526T201851_690.jpg,1074.80859375,20.25390625,1600,900,2026-05-26T20:18:51.690578+00:00
frames/20260526T201853_297.jpg,647.23046875,287.58203125,1600,900,2026-05-26T20:18:53.297957+00:00
frames/20260526T201900_189.jpg,960.0625,368.55859375,1600,900,2026-05-26T20:19:00.189731+00:00
frames/20260526T201917_254.jpg,821.83984375,414.7890625,1600,900,2026-05-26T20:19:17.254753+00:00
frames/20260526T201925_561.jpg,821.83984375,414.7890625,1600,900,2026-05-26T20:19:25.561152+00:00
frames/20260526T201939_392.jpg,303.1875,422.3203125,1600,900,2026-05-26T20:19:39.392943+00:00
frames/20260526T201942_087.jpg,193.25,136.5625,1600,900,2026-05-26T20:19:42.087959+00:00
frames/20260526T201944_053.jpg,485.7421875,49.3125,1600,900,2026-05-26T20:19:44.053966+00:00
frames/20260526T201945_208.jpg,469.21484375,48.64453125,1600,900,2026-05-26T20:19:45.208511+00:00
frames/20260526T201950_408.jpg,1069.171875,15.34765625,1600,900,2026-05-26T20:19:50.408120+00:00
frames/20260526T201952_183.jpg,612.8515625,211.5546875,1600,900,2026-05-26T20:19:52.183916+00:00
frames/20260526T201952_920.jpg,614.2578125,265.8515625,1600,900,2026-05-26T20:19:52.920218+00:00
frames/20260526T201953_790.jpg,481.39453125,48.92578125,1600,900,2026-05-26T20:19:53.790421+00:00
frames/20260526T202003_148.jpg,493.69921875,870.5390625,1600,900,2026-05-26T20:20:03.148375+00:00
frames/20260526T202010_698.jpg,617.94140625,584.265625,1600,900,2026-05-26T20:20:10.698885+00:00
frames/20260526T202057_797.jpg,894.12890625,496.76171875,1600,900,2026-05-26T20:20:57.797759+00:00
frames/20260526T202059_849.jpg,352.76171875,545.16796875,1600,900,2026-05-26T20:20:59.849313+00:00
frames/20260526T202132_679.jpg,819.15234375,579.9765625,1600,900,2026-05-26T20:21:32.679211+00:00
frames/20260526T202139_155.jpg,165.08203125,875.40234375,1600,900,2026-05-26T20:21:39.155939+00:00
frames/20260526T202141_532.jpg,448.21875,56.6015625,1600,900,2026-05-26T20:21:41.532244+00:00
frames/20260526T202143_468.jpg,580.16015625,697.29296875,1600,900,2026-05-26T20:21:43.468473+00:00
frames/20260526T202145_349.jpg,963.07421875,690.96484375,1600,900,2026-05-26T20:21:45.349800+00:00
frames/20260526T202202_317.jpg,91.80859375,823.7109375,1600,900,2026-05-26T20:22:02.317886+00:00
frames/20260526T202205_490.jpg,691.5546875,684.76953125,1600,900,2026-05-26T20:22:05.490654+00:00
frames/20260526T202207_306.jpg,819.83203125,677.39453125,1600,900,2026-05-26T20:22:07.306859+00:00
frames/20260526T202209_980.jpg,686.40625,684.125,1600,900,2026-05-26T20:22:09.980357+00:00
frames/20260526T202212_250.jpg,160.8828125,877.3515625,1600,900,2026-05-26T20:22:12.250109+00:00
frames/20260526T202213_494.jpg,591.06640625,63.28125,1600,900,2026-05-26T20:22:13.494816+00:00
frames/20260526T202214_039.jpg,591.98046875,57.9765625,1600,900,2026-05-26T20:22:14.039330+00:00
frames/20260526T202215_013.jpg,677.3515625,193.5078125,1600,900,2026-05-26T20:22:15.013843+00:00
frames/20260526T202215_751.jpg,838.1328125,324.06640625,1600,900,2026-05-26T20:22:15.751980+00:00
